60	 96
 Node#	 Xpos	 Ypos	 Bit	OI	BL	MaxI	PrefD	Skew	Kurtosis	h11	 h12	 h21	 h22	
2629	11.18	12.48	1	0.783	2355	56951	73.12	1.014	-0.521	0.233	 0.179	 0.179	 0.767	
2630	11.18	12.74	1	0.710	3361	61281	63.68	0.780	-0.905	0.333	 0.219	 0.219	 0.667	
2631	11.18	13.00	1	0.745	3171	61311	67.59	0.935	-0.688	0.289	 0.209	 0.209	 0.711	
2632	11.18	13.26	1	0.761	2460	57069	82.16	0.922	-0.775	0.204	 0.083	 0.083	 0.796	
2633	11.18	13.52	1	0.719	2062	55506	91.64	0.892	-0.690	0.220	 -0.016	 -0.016	 0.780	
2634	11.18	13.78	1	0.859	851	59857	97.27	1.254	0.032	0.136	 -0.095	 -0.095	 0.864	
2635	11.18	14.04	1	0.624	352	5420	109.05	1.974	2.843	0.322	 -0.140	 -0.140	 0.678	
2636	11.18	14.30	0	0.062	241	512	122.67	-0.078	-0.621	0.493	 -0.015	 -0.015	 0.507	
2637	11.18	14.56	0	0.063	246	548	128.67	-0.046	-0.244	0.496	 -0.016	 -0.016	 0.504	
2638	11.18	14.82	0	0.067	235	537	130.82	0.067	-0.262	0.497	 -0.017	 -0.017	 0.503	
2639	11.18	15.08	0	0.069	233	547	129.82	0.178	0.089	0.497	 -0.018	 -0.018	 0.503	
2640	11.18	15.34	0	0.067	240	512	133.59	-0.050	-0.691	0.499	 -0.017	 -0.017	 0.501	
2641	11.44	0.00	0	0.162	234	724	91.64	2.327	5.538	0.456	 -0.003	 -0.003	 0.544	
2642	11.44	0.26	0	0.003	227	409	114.91	0.021	-0.971	0.500	 -0.001	 -0.001	 0.500	
2643	11.44	0.52	0	0.010	245	525	56.19	-0.128	-0.181	0.506	 -0.013	 -0.013	 0.494	
2644	11.44	0.78	0	0.010	555	1288	57.25	0.550	0.397	0.511	 -0.025	 -0.025	 0.489	
2645	11.44	1.04	0	0.010	919	4880	128.14	0.563	-0.578	0.525	 0.101	 0.101	 0.475	
2646	11.44	1.30	0	0.010	4873	17489	118.20	0.582	-0.212	0.541	 0.062	 0.062	 0.459	
2647	11.44	1.56	1	0.010	2306	19207	82.46	0.788	-0.816	0.646	 -0.039	 -0.039	 0.354	
2648	11.44	1.82	1	0.513	4417	38748	5.65	0.633	-0.780	0.669	 0.034	 0.034	 0.331	
2649	11.44	2.08	1	0.417	8568	38630	100.38	0.742	-0.887	0.377	 -0.047	 -0.047	 0.623	
2650	11.44	2.34	1	0.354	10756	45189	88.26	0.608	-0.514	0.393	 0.007	 0.007	 0.607	
2651	11.44	2.60	1	0.404	10959	52325	86.60	0.504	-1.187	0.374	 0.015	 0.015	 0.626	
2652	11.44	2.86	1	0.425	11255	51681	94.90	0.403	-1.097	0.367	 -0.023	 -0.023	 0.633	
2653	11.44	3.12	1	0.200	15672	43241	96.61	0.875	-0.158	0.446	 -0.013	 -0.013	 0.554	
2654	11.44	3.38	1	0.181	14670	40276	102.24	0.597	0.462	0.455	 -0.021	 -0.021	 0.545	
2655	11.44	3.64	1	0.281	15561	48125	85.98	-0.001	-1.217	0.419	 0.011	 0.011	 0.581	
2656	11.44	3.90	1	0.261	15776	46270	80.18	0.228	-1.467	0.429	 0.025	 0.025	 0.571	
2657	11.44	4.16	1	0.281	14120	50051	78.94	-0.017	-1.181	0.424	 0.031	 0.031	 0.576	
2658	11.44	4.42	1	0.316	11560	49147	76.88	-0.256	-1.331	0.416	 0.042	 0.042	 0.584	
2659	11.44	4.68	1	0.355	12177	51545	79.87	0.281	-1.334	0.399	 0.037	 0.037	 0.601	
2660	11.44	4.94	1	0.495	11097	56118	86.10	0.219	-1.472	0.337	 0.022	 0.022	 0.663	
2661	11.44	5.20	1	0.506	7701	52448	88.92	0.198	-1.422	0.331	 0.006	 0.006	 0.669	
2662	11.44	5.46	1	0.573	6984	58525	87.39	0.405	-1.216	0.300	 0.018	 0.018	 0.700	
2663	11.44	5.72	1	0.556	5216	52282	88.64	0.188	-1.546	0.308	 0.009	 0.009	 0.692	
2664	11.44	5.98	1	0.543	4712	43513	93.87	0.195	-1.554	0.315	 -0.025	 -0.025	 0.685	
2665	11.44	6.24	1	0.570	5133	49751	91.69	0.449	-1.204	0.301	 -0.012	 -0.012	 0.699	
2666	11.44	6.50	1	0.529	4509	45441	96.22	0.401	-1.081	0.324	 -0.039	 -0.039	 0.676	
2667	11.44	6.76	1	0.586	5121	49353	89.80	0.515	-1.296	0.293	 0.001	 0.001	 0.707	
2668	11.44	7.02	1	0.588	4098	41885	85.69	0.695	-0.899	0.294	 0.031	 0.031	 0.706	
2669	11.44	7.28	1	0.588	3792	34710	90.39	0.661	-1.284	0.292	 -0.003	 -0.003	 0.708	
2670	11.44	7.54	1	0.659	3819	54618	96.57	0.791	-0.715	0.260	 -0.056	 -0.056	 0.740	
2671	11.44	7.80	1	0.688	4311	57977	100.48	0.808	-0.787	0.255	 -0.094	 -0.094	 0.745	
2672	11.44	8.06	1	0.633	4109	45120	97.72	0.453	-1.332	0.277	 -0.062	 -0.062	 0.723	
2673	11.44	8.32	1	0.692	3835	59495	93.02	0.945	-0.492	0.237	 -0.028	 -0.028	 0.763	
2674	11.44	8.58	1	0.729	3542	61563	97.72	0.657	-1.132	0.224	 -0.076	 -0.076	 0.776	
2675	11.44	8.84	1	0.671	4184	57166	97.38	0.644	-1.148	0.256	 -0.064	 -0.064	 0.744	
2676	11.44	9.10	1	0.596	5605	52166	98.65	0.652	-1.019	0.298	 -0.063	 -0.063	 0.702	
2677	11.44	9.36	1	0.674	3345	44000	95.28	0.993	-0.464	0.250	 -0.047	 -0.047	 0.750	
2678	11.44	9.62	1	0.741	2913	59487	93.21	1.243	0.187	0.207	 -0.033	 -0.033	 0.793	
2679	11.44	9.88	1	0.711	4226	62667	90.67	0.818	-0.889	0.224	 -0.006	 -0.006	 0.776	
2680	11.44	10.14	1	0.672	4309	56838	98.67	0.794	-0.753	0.259	 -0.075	 -0.075	 0.741	
2681	11.44	10.40	1	0.619	4675	59482	90.74	0.642	-1.059	0.276	 -0.006	 -0.006	 0.724	
2682	11.44	10.66	1	0.723	3291	56955	96.12	0.879	-0.802	0.223	 -0.060	 -0.060	 0.777	
2683	11.44	10.92	1	0.698	3428	57068	93.54	0.688	-1.083	0.234	 -0.033	 -0.033	 0.766	
2684	11.44	11.18	1	0.609	5454	51732	96.80	0.591	-1.134	0.287	 -0.051	 -0.051	 0.713	
2685	11.44	11.44	1	0.441	9509	44820	98.57	0.287	-1.306	0.365	 -0.042	 -0.042	 0.635	
2686	11.44	11.70	1	0.447	9113	47080	104.52	0.190	-1.555	0.374	 -0.070	 -0.070	 0.626	
2687	11.44	11.96	1	0.567	7038	59883	88.04	0.542	-1.085	0.302	 0.014	 0.014	 0.698	
2688	11.44	12.22	1	0.610	5946	58881	88.27	0.821	-0.849	0.281	 0.013	 0.013	 0.719	
2689	11.44	12.48	1	0.666	4804	58420	79.17	1.299	0.474	0.268	 0.092	 0.092	 0.732	
2690	11.44	12.74	1	0.699	3728	53346	76.04	0.814	-0.893	0.262	 0.126	 0.126	 0.738	
2691	11.44	13.00	1	0.712	3116	61992	74.03	0.925	-0.644	0.266	 0.146	 0.146	 0.734	
2692	11.44	13.26	1	0.741	3001	61980	67.77	0.676	-1.177	0.290	 0.206	 0.206	 0.710	
2693	11.44	13.52	1	0.718	3340	61562	77.23	0.714	-1.008	0.247	 0.121	 0.121	 0.753	
2694	11.44	13.78	1	0.722	2950	61900	89.83	0.641	-1.130	0.218	 0.002	 0.002	 0.782	
2695	11.44	14.04	1	0.844	930	62075	96.79	1.112	-0.302	0.145	 -0.086	 -0.086	 0.855	
2696	11.44	14.30	1	0.826	334	17803	107.68	2.213	4.001	0.213	 -0.204	 -0.204	 0.787	
2697	11.44	14.56	0	0.070	233	548	119.25	0.168	0.058	0.490	 -0.016	 -0.016	 0.510	
2698	11.44	14.82	0	0.056	247	584	122.74	0.234	0.558	0.494	 -0.013	 -0.013	 0.506	
2699	11.44	15.08	0	0.049	245	563	128.86	0.448	-0.271	0.497	 -0.012	 -0.012	 0.503	
2700	11.44	15.34	0	0.078	227	504	132.81	-0.046	-0.965	0.498	 -0.020	 -0.020	 0.502	
2701	11.70	0.00	0	0.010	218	550	101.78	0.539	-0.174	0.501	 0.000	 0.000	 0.499	
2702	11.70	0.26	0	0.033	239	523	65.20	0.276	-0.897	0.495	 0.006	 0.006	 0.505	
2703	11.70	0.52	0	0.010	199	349	52.14	-0.165	-0.415	0.503	 -0.010	 -0.010	 0.497	
2704	11.70	0.78	0	0.209	441	1884	62.15	0.802	0.671	0.467	 0.048	 0.048	 0.533	
2705	11.70	1.04	1	0.744	2475	57854	158.61	1.254	-0.016	0.718	 -0.201	 -0.201	 0.282	
2706	11.70	1.30	1	0.701	3646	60036	3.56	0.662	-1.053	0.768	 0.033	 0.033	 0.232	
2707	11.70	1.56	1	0.010	12439	44485	78.84	1.200	0.297	0.584	 -0.034	 -0.034	 0.416	
2708	11.70	1.82	1	0.394	11039	47878	132.35	0.200	-1.688	0.489	 -0.122	 -0.122	 0.511	
2709	11.70	2.08	1	0.199	16814	50018	106.17	0.408	-1.121	0.453	 -0.030	 -0.030	 0.547	
2710	11.70	2.34	1	0.288	13401	41738	93.13	0.227	-1.433	0.416	 -0.009	 -0.009	 0.584	
2711	11.70	2.60	1	0.326	9827	45819	87.44	0.301	-0.946	0.403	 0.009	 0.009	 0.597	
2712	11.70	2.86	1	0.168	15030	40526	100.34	0.199	-1.069	0.457	 -0.016	 -0.016	 0.543	
2713	11.70	3.12	1	0.141	16480	36351	93.79	-0.055	-1.020	0.462	 -0.005	 -0.005	 0.538	
2714	11.70	3.38	1	0.274	15928	48364	80.05	0.039	-1.293	0.425	 0.027	 0.027	 0.575	
2715	11.70	3.64	1	0.196	17416	48333	88.52	0.532	-0.534	0.446	 0.003	 0.003	 0.554	
2716	11.70	3.90	1	0.213	14415	45030	81.33	0.082	-0.876	0.443	 0.018	 0.018	 0.557	
2717	11.70	4.16	1	0.292	13478	45195	69.10	0.069	-1.426	0.436	 0.057	 0.057	 0.564	
2718	11.70	4.42	1	0.427	11700	50251	89.16	0.353	-1.350	0.364	 0.004	 0.004	 0.636	
2719	11.70	4.68	1	0.522	9130	58068	87.49	0.545	-1.124	0.324	 0.015	 0.015	 0.676	
2720	11.70	4.94	1	0.541	7125	55146	91.02	0.352	-1.493	0.315	 -0.007	 -0.007	 0.685	
2721	11.70	5.20	1	0.604	6145	59917	87.44	0.613	-0.987	0.285	 0.019	 0.019	 0.715	
2722	11.70	5.46	1	0.537	6783	54203	92.69	0.489	-1.157	0.317	 -0.017	 -0.017	 0.683	
2723	11.70	5.72	1	0.586	4974	50865	94.45	0.540	-1.126	0.295	 -0.032	 -0.032	 0.705	
2724	11.70	5.98	1	0.602	3797	48953	95.57	0.441	-1.084	0.289	 -0.042	 -0.042	 0.711	
2725	11.70	6.24	1	0.632	4673	48472	90.43	0.508	-1.394	0.269	 -0.003	 -0.003	 0.731	
2726	11.70	6.50	1	0.551	5024	41073	89.18	0.366	-1.371	0.310	 0.005	 0.005	 0.690	
2727	11.70	6.76	1	0.594	4133	38977	88.79	0.513	-1.301	0.289	 0.009	 0.009	 0.711	
2728	11.70	7.02	1	0.566	5642	39902	92.34	0.588	-1.175	0.303	 -0.016	 -0.016	 0.697	
2729	11.70	7.28	1	0.604	4738	49463	94.22	0.846	-0.723	0.286	 -0.032	 -0.032	 0.714	
2730	11.70	7.54	1	0.601	4734	46468	99.44	0.734	-0.788	0.297	 -0.069	 -0.069	 0.703	
2731	11.70	7.80	1	0.639	4829	53110	96.38	0.792	-0.812	0.271	 -0.052	 -0.052	 0.729	
2732	11.70	8.06	1	0.684	4146	54145	97.65	0.889	-0.590	0.249	 -0.069	 -0.069	 0.751	
2733	11.70	8.32	1	0.719	3098	60041	96.49	0.787	-0.904	0.227	 -0.063	 -0.063	 0.773	
2734	11.70	8.58	1	0.693	3739	60327	96.55	0.827	-0.798	0.242	 -0.060	 -0.060	 0.758	
2735	11.70	8.84	1	0.669	3843	57780	97.94	1.270	0.437	0.258	 -0.069	 -0.069	 0.742	
2736	11.70	9.10	1	0.732	3309	50398	100.35	1.032	-0.560	0.230	 -0.102	 -0.102	 0.770	
2737	11.70	9.36	1	0.730	3633	56252	94.41	1.212	-0.042	0.216	 -0.044	 -0.044	 0.784	
2738	11.70	9.62	1	0.697	4632	62117	92.35	0.820	-0.920	0.233	 -0.022	 -0.022	 0.767	
2739	11.70	9.88	1	0.679	4666	57068	93.81	0.859	-0.819	0.245	 -0.034	 -0.034	 0.755	
2740	11.70	10.14	1	0.631	7685	59806	93.15	0.591	-1.319	0.271	 -0.025	 -0.025	 0.729	
2741	11.70	10.40	1	0.670	3354	54769	100.88	0.736	-0.924	0.266	 -0.093	 -0.093	 0.734	
2742	11.70	10.66	1	0.619	5966	55394	96.28	0.719	-0.974	0.281	 -0.049	 -0.049	 0.719	
2743	11.70	10.92	1	0.594	5521	52662	98.12	0.523	-1.313	0.297	 -0.059	 -0.059	 0.703	
2744	11.70	11.18	1	0.488	6908	48831	97.69	0.250	-1.284	0.344	 -0.043	 -0.043	 0.656	
2745	11.70	11.44	1	0.441	9989	51645	100.69	0.389	-0.948	0.368	 -0.051	 -0.051	 0.632	
2746	11.70	11.70	1	0.456	10609	52010	99.21	0.325	-1.158	0.360	 -0.047	 -0.047	 0.640	
2747	11.70	11.96	1	0.440	10750	54121	96.02	0.011	-1.510	0.362	 -0.029	 -0.029	 0.638	
2748	11.70	12.22	1	0.546	4562	50842	93.87	0.649	-0.781	0.314	 -0.025	 -0.025	 0.686	
2749	11.70	12.48	1	0.684	4738	58605	67.49	0.843	-0.826	0.316	 0.184	 0.184	 0.684	
2750	11.70	12.74	1	0.668	3522	56985	65.75	0.841	-0.704	0.334	 0.188	 0.188	 0.666	
2751	11.70	13.00	1	0.694	4117	56471	67.97	0.975	-0.632	0.309	 0.185	 0.185	 0.691	
2752	11.70	13.26	1	0.728	2917	61798	65.25	0.731	-1.096	0.314	 0.218	 0.218	 0.686	
2753	11.70	13.52	1	0.725	2786	59476	76.72	0.640	-1.125	0.246	 0.127	 0.127	 0.754	
2754	11.70	13.78	1	0.822	1042	63491	88.75	0.995	-0.615	0.152	 0.015	 0.015	 0.848	
2755	11.70	14.04	1	0.896	587	60276	107.19	1.861	2.291	0.165	 -0.229	 -0.229	 0.835	
2756	11.70	14.30	0	0.084	237	554	112.84	0.135	0.129	0.485	 -0.016	 -0.016	 0.515	
2757	11.70	14.56	0	0.066	240	528	120.01	-0.122	0.034	0.492	 -0.015	 -0.015	 0.508	
2758	11.70	14.82	0	0.064	242	516	131.08	-0.230	-0.415	0.498	 -0.016	 -0.016	 0.502	
2759	11.70	15.08	0	0.052	226	522	132.11	0.168	-0.100	0.499	 -0.013	 -0.013	 0.501	
2760	11.70	15.34	0	0.010	234	543	45.05	0.060	-0.359	0.500	 -0.018	 -0.018	 0.500	
2761	11.96	0.00	0	0.031	255	559	45.47	1.402	2.383	0.500	 0.008	 0.008	 0.500	
2762	11.96	0.26	0	0.063	215	458	129.70	0.336	0.021	0.497	 -0.016	 -0.016	 0.503	
2763	11.96	0.52	0	0.010	221	438	52.03	0.445	-0.466	0.501	 -0.002	 -0.002	 0.499	
2764	11.96	0.78	0	0.010	257	500	50.96	0.541	-0.514	0.502	 -0.008	 -0.008	 0.498	
2765	11.96	1.04	0	0.010	1520	14369	87.56	1.189	0.945	0.503	 -0.000	 -0.000	 0.497	
2766	11.96	1.30	0	0.010	1168	9868	58.41	0.722	-0.645	0.587	 -0.173	 -0.173	 0.413	
2767	11.96	1.56	0	0.010	1263	9488	84.57	0.855	-0.393	0.636	 -0.026	 -0.026	 0.364	
2768	11.96	1.82	1	0.331	5173	25147	82.43	1.275	0.298	0.404	 0.026	 0.026	 0.596	
2769	11.96	2.08	1	0.340	14862	55270	85.54	0.629	-0.792	0.399	 0.016	 0.016	 0.601	
2770	11.96	2.34	1	0.370	11809	49037	93.52	0.597	-0.981	0.387	 -0.014	 -0.014	 0.613	
2771	11.96	2.60	1	0.312	13054	45562	103.21	0.254	-1.242	0.417	 -0.041	 -0.041	 0.583	
2772	11.96	2.86	1	0.260	12570	43949	87.04	0.045	-1.247	0.426	 0.008	 0.008	 0.574	
2773	11.96	3.12	1	0.015	18779	31781	92.65	-0.025	-0.623	0.496	 -0.000	 -0.000	 0.504	
2774	11.96	3.38	1	0.049	17330	43537	148.34	-0.127	-0.907	0.506	 -0.011	 -0.011	 0.494	
2775	11.96	3.64	1	0.187	15312	44595	81.07	0.146	-0.296	0.451	 0.016	 0.016	 0.549	
2776	11.96	3.90	1	0.160	19360	47021	83.61	0.704	0.510	0.458	 0.010	 0.010	 0.542	
2777	11.96	4.16	1	0.288	14925	45226	68.24	0.038	-1.150	0.439	 0.058	 0.058	 0.561	
2778	11.96	4.42	1	0.288	14697	51934	73.96	0.397	-1.232	0.429	 0.045	 0.045	 0.571	
2779	11.96	4.68	1	0.395	13966	54780	86.03	0.274	-1.361	0.378	 0.017	 0.017	 0.622	
2780	11.96	4.94	1	0.479	8949	50098	90.42	0.368	-1.338	0.343	 -0.002	 -0.002	 0.657	
2781	11.96	5.20	1	0.540	9251	53757	87.44	0.492	-1.390	0.316	 0.017	 0.017	 0.684	
2782	11.96	5.46	1	0.545	7228	52019	96.24	0.287	-1.455	0.317	 -0.040	 -0.040	 0.683	
2783	11.96	5.72	1	0.660	4473	53971	95.49	0.797	-0.784	0.258	 -0.047	 -0.047	 0.742	
2784	11.96	5.98	1	0.670	4165	54951	97.65	0.582	-1.174	0.257	 -0.066	 -0.066	 0.743	
2785	11.96	6.24	1	0.647	3636	47623	92.86	0.561	-1.157	0.262	 -0.024	 -0.024	 0.738	
2786	11.96	6.50	1	0.648	4652	53813	92.85	0.575	-1.121	0.261	 -0.024	 -0.024	 0.739	
2787	11.96	6.76	1	0.639	3853	50523	88.95	0.444	-1.353	0.266	 0.009	 0.009	 0.734	
2788	11.96	7.02	1	0.576	4165	44175	86.13	0.613	-0.830	0.300	 0.027	 0.027	 0.700	
2789	11.96	7.28	1	0.596	4173	47931	95.11	0.469	-1.171	0.291	 -0.038	 -0.038	 0.709	
2790	11.96	7.54	1	0.586	4530	38185	90.73	0.400	-1.427	0.293	 -0.005	 -0.005	 0.707	
2791	11.96	7.80	1	0.654	4320	50883	91.52	0.711	-0.968	0.257	 -0.013	 -0.013	 0.743	
2792	11.96	8.06	1	0.680	4504	55352	92.95	0.764	-0.942	0.244	 -0.026	 -0.026	 0.756	
2793	11.96	8.32	1	0.659	4885	49739	95.15	0.771	-1.117	0.258	 -0.044	 -0.044	 0.742	
2794	11.96	8.58	1	0.709	3802	62829	95.57	0.746	-0.929	0.231	 -0.053	 -0.053	 0.769	
2795	11.96	8.84	1	0.686	4241	60411	96.37	0.809	-0.843	0.245	 -0.058	 -0.058	 0.755	
2796	11.96	9.10	1	0.672	4444	61680	97.27	0.977	-0.273	0.255	 -0.064	 -0.064	 0.745	
2797	11.96	9.36	1	0.742	2589	53796	99.82	1.037	-0.541	0.222	 -0.099	 -0.099	 0.778	
2798	11.96	9.62	1	0.726	2858	56841	93.21	1.155	-0.039	0.217	 -0.032	 -0.032	 0.783	
2799	11.96	9.88	1	0.703	4768	61630	93.64	0.811	-0.921	0.231	 -0.034	 -0.034	 0.769	
2800	11.96	10.14	1	0.655	6396	59389	94.49	0.753	-1.101	0.259	 -0.038	 -0.038	 0.741	
2801	11.96	10.40	1	0.635	5955	59865	94.80	0.749	-0.930	0.271	 -0.039	 -0.039	 0.729	
2802	11.96	10.66	1	0.656	4485	60862	96.45	0.873	-0.526	0.262	 -0.054	 -0.054	 0.738	
2803	11.96	10.92	1	0.594	4549	55858	95.45	0.636	-1.040	0.292	 -0.040	 -0.040	 0.708	
2804	11.96	11.18	1	0.588	5244	51008	100.37	0.473	-1.328	0.305	 -0.074	 -0.074	 0.695	
2805	11.96	11.44	1	0.423	9201	52398	99.75	0.800	-0.356	0.374	 -0.045	 -0.045	 0.626	
2806	11.96	11.70	1	0.495	8176	47170	104.48	0.556	-0.898	0.356	 -0.080	 -0.080	 0.644	
2807	11.96	11.96	1	0.413	8264	45244	98.77	0.307	-1.172	0.376	 -0.039	 -0.039	 0.624	
2808	11.96	12.22	1	0.320	8984	51296	103.97	0.403	-0.698	0.416	 -0.045	 -0.045	 0.584	
2809	11.96	12.48	1	0.528	4515	43242	113.75	-0.010	-1.602	0.379	 -0.132	 -0.132	 0.621	
2810	11.96	12.74	1	0.476	6166	47693	72.43	0.781	-0.658	0.372	 0.090	 0.090	 0.628	
2811	11.96	13.00	1	0.548	6823	49736	64.74	1.071	-0.294	0.380	 0.146	 0.146	 0.620	
2812	11.96	13.26	1	0.709	3029	56278	65.59	0.786	-1.025	0.319	 0.207	 0.207	 0.681	
2813	11.96	13.52	1	0.654	4441	54633	60.53	0.534	-1.275	0.375	 0.208	 0.208	 0.625	
2814	11.96	13.78	1	0.767	2552	62200	68.45	0.754	-1.111	0.273	 0.213	 0.213	 0.727	
2815	11.96	14.04	1	0.816	1071	60042	82.43	0.941	-0.632	0.167	 0.090	 0.090	 0.833	
2816	11.96	14.30	1	0.867	874	63729	100.63	1.105	-0.365	0.144	 -0.139	 -0.139	 0.856	
2817	11.96	14.56	0	0.116	252	599	110.74	0.451	-0.176	0.477	 -0.020	 -0.020	 0.523	
2818	11.96	14.82	0	0.068	248	573	125.01	0.092	-0.351	0.494	 -0.016	 -0.016	 0.506	
2819	11.96	15.08	0	0.058	239	597	131.19	0.655	0.185	0.498	 -0.015	 -0.015	 0.502	
2820	11.96	15.34	0	0.060	241	541	129.47	0.040	-0.174	0.497	 -0.015	 -0.015	 0.503	
2821	12.22	0.00	0	0.010	194	365	59.96	0.260	-0.828	0.502	 -0.003	 -0.003	 0.498	
2822	12.22	0.26	0	0.010	244	450	117.46	0.798	0.970	0.505	 0.007	 0.007	 0.495	
2823	12.22	0.52	0	0.140	264	553	52.45	0.377	-1.295	0.490	 0.036	 0.036	 0.510	
2824	12.22	0.78	0	0.010	1699	14876	50.24	1.579	1.458	0.527	 -0.146	 -0.146	 0.473	
2825	12.22	1.04	1	0.683	1069	13462	163.31	0.803	-0.922	0.717	 -0.143	 -0.143	 0.283	
2826	12.22	1.30	1	0.010	1137	24494	84.96	0.827	-0.667	0.783	 -0.050	 -0.050	 0.217	
2827	12.22	1.56	0	0.010	5671	16557	100.76	-0.372	-1.143	0.511	 0.004	 0.004	 0.489	
2828	12.22	1.82	1	0.496	6652	45881	83.46	0.381	-1.175	0.339	 0.037	 0.037	 0.661	
2829	12.22	2.08	1	0.474	10616	49932	86.31	0.516	-1.263	0.346	 0.020	 0.020	 0.654	
2830	12.22	2.34	1	0.365	13295	49065	91.35	0.316	-1.076	0.389	 -0.005	 -0.005	 0.611	
2831	12.22	2.60	1	0.321	13452	43332	82.69	0.405	-1.340	0.408	 0.024	 0.024	 0.592	
2832	12.22	2.86	1	0.205	16166	41371	77.89	0.588	-0.483	0.448	 0.023	 0.023	 0.552	
2833	12.22	3.12	1	0.101	15851	40445	101.14	0.161	-0.612	0.475	 -0.010	 -0.010	 0.525	
2834	12.22	3.38	1	0.019	18270	45100	78.75	0.320	-0.688	0.496	 0.002	 0.002	 0.504	
2835	12.22	3.64	1	0.137	16441	39232	68.49	0.673	0.111	0.473	 0.025	 0.025	 0.527	
2836	12.22	3.90	1	0.156	18240	40960	85.89	-0.358	-0.771	0.458	 0.006	 0.006	 0.542	
2837	12.22	4.16	1	0.322	14296	50015	88.71	0.123	-1.186	0.404	 0.004	 0.004	 0.596	
2838	12.22	4.42	1	0.339	14129	50636	81.36	0.258	-1.433	0.403	 0.030	 0.030	 0.597	
2839	12.22	4.68	1	0.370	10022	44882	82.62	0.095	-1.352	0.390	 0.029	 0.029	 0.610	
2840	12.22	4.94	1	0.442	10647	49086	89.13	0.368	-1.404	0.358	 0.004	 0.004	 0.642	
2841	12.22	5.20	1	0.522	7418	51599	96.14	-0.030	-1.500	0.327	 -0.038	 -0.038	 0.673	
2842	12.22	5.46	1	0.577	4329	38686	99.30	0.195	-1.530	0.308	 -0.065	 -0.065	 0.692	
2843	12.22	5.72	1	0.682	4172	58132	93.44	0.717	-1.073	0.243	 -0.031	 -0.031	 0.757	
2844	12.22	5.98	1	0.655	3714	54151	94.17	0.592	-1.173	0.259	 -0.035	 -0.035	 0.741	
2845	12.22	6.24	1	0.640	4048	52816	89.87	0.442	-1.155	0.265	 0.001	 0.001	 0.735	
2846	12.22	6.50	1	0.621	5009	55722	86.73	0.528	-1.074	0.276	 0.026	 0.026	 0.724	
2847	12.22	6.76	1	0.592	4116	42924	91.25	0.517	-1.051	0.290	 -0.009	 -0.009	 0.710	
2848	12.22	7.02	1	0.585	4682	41884	88.50	0.515	-1.203	0.293	 0.011	 0.011	 0.707	
2849	12.22	7.28	1	0.601	4553	44337	93.82	0.688	-1.029	0.287	 -0.029	 -0.029	 0.713	
2850	12.22	7.54	1	0.601	4942	47491	83.82	0.769	-0.725	0.290	 0.046	 0.046	 0.710	
2851	12.22	7.80	1	0.637	3582	44264	91.10	0.760	-0.689	0.266	 -0.009	 -0.009	 0.734	
2852	12.22	8.06	1	0.659	3339	50893	90.91	0.667	-1.051	0.254	 -0.008	 -0.008	 0.746	
2853	12.22	8.32	1	0.689	5195	60139	94.40	0.897	-0.724	0.240	 -0.040	 -0.040	 0.760	
2854	12.22	8.58	1	0.677	4519	60633	97.79	0.830	-0.776	0.253	 -0.069	 -0.069	 0.747	
2855	12.22	8.84	1	0.682	4846	65134	98.38	1.100	-0.099	0.252	 -0.075	 -0.075	 0.748	
2856	12.22	9.10	1	0.744	2894	60922	97.50	1.217	0.058	0.214	 -0.077	 -0.077	 0.786	
2857	12.22	9.36	1	0.698	2719	58083	97.14	1.109	-0.012	0.240	 -0.066	 -0.066	 0.760	
2858	12.22	9.62	1	0.660	5830	63655	108.14	0.841	-0.744	0.301	 -0.146	 -0.146	 0.699	
2859	12.22	9.88	1	0.661	4482	61174	93.11	0.755	-0.964	0.255	 -0.027	 -0.027	 0.745	
2860	12.22	10.14	1	0.638	5631	58332	95.52	0.575	-1.142	0.270	 -0.045	 -0.045	 0.730	
2861	12.22	10.40	1	0.607	5917	47808	99.51	0.824	-0.742	0.294	 -0.071	 -0.071	 0.706	
2862	12.22	10.66	1	0.591	6465	52065	99.79	0.788	-0.823	0.302	 -0.070	 -0.070	 0.698	
2863	12.22	10.92	1	0.550	7329	58170	98.28	0.748	-0.778	0.318	 -0.054	 -0.054	 0.682	
2864	12.22	11.18	1	0.467	10232	54455	96.59	0.846	-0.724	0.352	 -0.035	 -0.035	 0.648	
2865	12.22	11.44	1	0.502	7316	40596	105.38	0.173	-1.564	0.356	 -0.086	 -0.086	 0.644	
2866	12.22	11.70	1	0.467	9428	48429	95.47	0.466	-1.137	0.350	 -0.029	 -0.029	 0.650	
2867	12.22	11.96	1	0.508	7178	42120	85.47	0.674	-1.141	0.332	 0.027	 0.027	 0.668	
2868	12.22	12.22	1	0.496	4340	47410	103.26	-0.222	-1.438	0.352	 -0.074	 -0.074	 0.648	
2869	12.22	12.48	1	0.346	7933	46251	108.43	-0.177	-1.251	0.416	 -0.063	 -0.063	 0.584	
2870	12.22	12.74	1	0.413	9219	52534	68.96	1.127	0.180	0.403	 0.087	 0.087	 0.597	
2871	12.22	13.00	1	0.613	5026	55775	64.09	0.879	-0.635	0.363	 0.174	 0.174	 0.637	
2872	12.22	13.26	1	0.670	3613	57699	55.87	0.508	-1.288	0.407	 0.234	 0.234	 0.593	
