112	 179
 Node#	 Xpos	 Ypos	 Bit	OI	BL	MaxI	PrefD	Skew	Kurtosis	
12317	28.34	28.08	0	0.052	238	566	86.30	-0.045	-0.970	
12318	28.34	28.34	0	0.054	227	552	97.65	0.014	-0.996	
12319	28.34	28.60	0	0.060	211	532	94.07	-0.011	-0.783	
12320	28.34	28.86	0	0.054	257	569	113.83	0.205	-0.723	
12321	28.60	0.00	0	0.038	272	571	158.31	0.385	-0.823	
12322	28.60	0.26	0	0.140	708	2077	165.72	1.583	1.511	
12323	28.60	0.52	1	0.331	557	2204	160.72	0.932	-0.184	
12324	28.60	0.78	0	0.031	248	485	137.36	0.464	-0.413	
12325	28.60	1.04	0	0.041	247	489	128.88	0.334	-0.437	
12326	28.60	1.30	0	0.040	295	526	93.38	0.380	-0.864	
12327	28.60	1.56	0	0.038	244	481	116.62	0.046	-0.232	
12328	28.60	1.82	0	0.039	229	472	117.66	-0.059	-0.197	
12329	28.60	2.08	0	0.035	241	489	118.17	-0.169	-0.167	
12330	28.60	2.34	0	0.027	257	516	141.66	-0.133	0.079	
12331	28.60	2.60	0	0.022	300	521	81.84	0.003	-0.368	
12332	28.60	2.86	0	0.030	254	500	123.19	0.088	0.096	
12333	28.60	3.12	0	0.073	332	595	109.59	0.163	-0.288	
12334	28.60	3.38	0	0.039	224	468	123.90	-0.186	0.305	
12335	28.60	3.64	0	0.022	273	504	88.73	0.023	-0.428	
12336	28.60	3.90	0	0.029	236	479	98.58	-0.215	0.004	
12337	28.60	4.16	0	0.026	256	497	119.04	-0.031	0.093	
12338	28.60	4.42	0	0.030	279	527	132.09	0.031	0.309	
12339	28.60	4.68	0	0.016	285	505	138.89	0.342	0.065	
12340	28.60	4.94	0	0.018	273	494	130.87	0.320	0.382	
12341	28.60	5.20	0	0.118	448	1341	50.28	1.135	0.585	
12342	28.60	5.46	0	0.114	332	743	40.71	0.824	-0.193	
12343	28.60	5.72	0	0.023	281	504	17.65	0.017	-0.404	
12344	28.60	5.98	0	0.022	269	499	2.56	0.017	-0.062	
12345	28.60	6.24	0	0.021	274	502	4.64	-0.189	0.149	
12346	28.60	6.50	0	0.038	277	465	12.21	0.122	0.026	
12347	28.60	6.76	0	0.033	266	452	12.74	-0.147	-0.085	
12348	28.60	7.02	0	0.038	289	519	24.52	-0.034	-0.284	
12349	28.60	7.28	0	0.036	260	488	8.67	0.104	-0.134	
12350	28.60	7.54	0	0.054	271	499	15.27	-0.016	-0.587	
12351	28.60	7.80	0	0.045	270	483	6.53	-0.030	-0.165	
12352	28.60	8.06	0	0.055	291	531	2.45	0.047	-0.066	
12353	28.60	8.32	0	0.057	266	488	13.87	-0.041	-0.407	
12354	28.60	8.58	0	0.167	293	641	31.18	1.053	0.847	
12355	28.60	8.84	0	0.042	267	492	4.65	-0.172	-0.552	
12356	28.60	9.10	0	0.058	262	533	2.40	-0.191	-0.490	
12357	28.60	9.36	0	0.045	241	488	9.64	-0.120	-0.478	
12358	28.60	9.62	0	0.068	264	559	151.52	-0.517	0.416	
12359	28.60	9.88	0	0.048	231	475	179.16	-0.237	-0.252	
12360	28.60	10.14	0	0.048	251	486	13.31	-0.211	-0.584	
12361	28.60	10.40	0	0.064	247	523	179.25	-0.133	-0.447	
12362	28.60	10.66	0	0.050	247	464	17.50	-0.036	-0.721	
12363	28.60	10.92	1	0.267	262	1567	41.91	2.250	5.184	
12364	28.60	11.18	1	0.707	3448	49483	46.14	0.814	-0.788	
12365	28.60	11.44	1	0.890	466	45460	51.53	2.370	4.497	
12366	28.60	11.70	0	0.045	229	457	19.09	0.164	-0.396	
12367	28.60	11.96	0	0.141	350	1106	97.06	0.442	-0.549	
12368	28.60	12.22	0	0.039	230	471	14.16	0.225	0.043	
12369	28.60	12.48	0	0.038	225	456	12.00	0.257	-0.178	
12370	28.60	12.74	0	0.027	233	452	10.09	0.349	-0.190	
12371	28.60	13.00	0	0.018	249	467	14.44	0.455	-0.089	
12372	28.60	13.26	1	0.621	4370	45903	60.48	0.557	-1.154	
12373	28.60	13.52	1	0.471	914	16269	67.06	1.422	1.904	
12374	28.60	13.78	1	0.035	238	477	140.25	0.266	0.091	
12375	28.60	14.04	1	0.826	565	32734	125.63	1.823	2.486	
12376	28.60	14.30	1	0.304	634	4600	57.09	0.338	-1.327	
12377	28.60	14.56	1	0.346	8619	35088	66.74	0.603	-0.751	
12378	28.60	14.82	1	0.280	5784	25889	32.76	-0.017	-1.456	
12379	28.60	15.08	1	0.550	1823	24770	150.63	0.542	-1.236	
12380	28.60	15.34	1	0.614	5831	57630	144.74	0.911	-0.585	
12381	28.60	15.60	1	0.410	8655	33245	134.38	0.401	-1.316	
12382	28.60	15.86	1	0.163	9839	26694	2.60	0.923	0.046	
12383	28.60	16.12	1	0.246	8328	20002	31.93	0.254	-1.234	
12384	28.60	16.38	1	0.378	3403	26404	16.76	1.257	0.941	
12385	28.60	16.64	1	0.222	4593	12880	15.38	-0.108	-1.422	
12386	28.60	16.90	1	0.390	3766	16751	174.89	0.527	-0.634	
12387	28.60	17.16	1	0.467	2888	17803	1.14	0.461	-1.224	
12388	28.60	17.42	1	0.461	3287	19143	2.48	0.753	-0.645	
12389	28.60	17.68	1	0.419	3816	17853	7.57	0.507	-1.145	
12390	28.60	17.94	1	0.304	5399	19960	3.63	0.594	-0.402	
12391	28.60	18.20	1	0.330	3682	13806	1.94	0.023	-1.428	
12392	28.60	18.46	1	0.253	3791	10857	8.97	0.675	-0.614	
12393	28.60	18.72	1	0.201	3876	9024	15.70	0.051	-1.133	
12394	28.60	18.98	1	0.072	3342	7327	124.17	0.005	-0.583	
12395	28.60	19.24	1	0.081	5056	10620	119.88	0.857	0.169	
12396	28.60	19.50	1	0.024	4595	9577	67.15	0.783	0.114	
12397	28.60	19.76	1	0.079	5776	14115	90.11	0.358	-0.627	
12398	28.60	20.02	1	0.158	8952	20951	148.89	-0.065	-1.323	
12399	28.60	20.28	1	0.098	8796	18642	156.06	-0.496	-0.371	
12400	28.60	20.54	1	0.048	6687	14492	156.37	0.144	-0.226	
12401	28.60	20.80	1	0.175	10200	23728	152.60	0.427	-0.772	
12402	28.60	21.06	1	0.183	8440	21455	176.56	0.234	-0.811	
12403	28.60	21.32	1	0.140	8010	20171	168.63	-0.099	-0.583	
12404	28.60	21.58	1	0.114	10832	22948	8.55	0.147	-0.924	
12405	28.60	21.84	1	0.181	10672	26048	147.91	0.701	-0.797	
12406	28.60	22.10	1	0.170	8937	19369	28.68	1.750	2.356	
12407	28.60	22.36	1	0.159	4806	11438	26.64	0.502	-0.275	
12408	28.60	22.62	1	0.047	2063	3931	48.30	0.113	-0.521	
12409	28.60	22.88	1	0.087	480	706	14.37	-0.109	-0.766	
12410	28.60	23.14	1	0.188	214	428	75.82	0.234	-1.482	
12411	28.60	23.40	1	0.107	148	304	66.75	-0.278	-1.000	
12412	28.60	23.66	1	0.025	171	313	38.92	0.779	-0.502	
12413	28.60	23.92	1	0.028	271	436	34.71	0.855	0.333	
12414	28.60	24.18	1	0.037	252	430	24.87	1.582	2.096	
12415	28.60	24.44	1	0.070	229	421	31.00	1.146	1.324	
12416	28.60	24.70	1	0.009	297	432	38.65	1.186	0.893	
12417	28.60	24.96	1	0.035	234	380	12.89	1.384	0.846	
12418	28.60	25.22	1	0.026	293	479	29.64	1.386	1.385	
12419	28.60	25.48	1	0.070	654	1001	71.54	0.240	-0.353	
12420	28.60	25.74	1	0.343	1490	5447	53.75	0.156	-1.451	
12421	28.60	26.00	1	0.075	726	1085	26.78	0.290	-0.481	
12422	28.60	26.26	1	0.091	462	707	26.48	0.066	-0.883	
12423	28.60	26.52	1	0.039	630	970	24.75	0.013	-0.402	
12424	28.60	26.78	1	0.114	2024	4158	24.17	0.642	0.073	
12425	28.60	27.04	1	0.647	2567	50714	105.46	1.240	0.438	
12426	28.60	27.30	0	0.078	218	522	100.10	0.291	-0.621	
12427	28.60	27.56	0	0.075	226	566	94.36	-0.142	-0.890	
12428	28.60	27.82	0	0.038	237	545	106.44	-0.049	-1.217	
12429	28.60	28.08	0	0.042	293	601	90.59	0.038	-0.674	
12430	28.60	28.34	0	0.066	271	584	94.36	0.006	-0.717	
12431	28.60	28.60	0	0.069	207	534	103.97	-0.133	-0.685	
12432	28.60	28.86	0	0.055	211	523	116.03	-0.017	-0.843	
12433	28.86	0.00	1	0.421	5061	25550	122.32	0.677	-0.650	
12434	28.86	0.26	1	0.274	3776	12800	144.23	0.358	-1.294	
12435	28.86	0.52	1	0.159	9039	26206	135.65	1.392	1.621	
12436	28.86	0.78	1	0.536	1071	8876	137.82	0.952	-0.328	
12437	28.86	1.04	0	0.036	267	511	163.82	0.331	-0.454	
12438	28.86	1.30	0	0.035	260	510	141.02	0.390	-0.504	
12439	28.86	1.56	0	0.039	258	481	112.82	0.390	-0.202	
12440	28.86	1.82	0	0.025	255	515	118.37	0.002	-0.506	
12441	28.86	2.08	0	0.032	245	488	111.18	-0.211	0.179	
12442	28.86	2.34	0	0.022	304	556	109.48	-0.062	-0.419	
12443	28.86	2.60	0	0.031	291	529	108.12	0.185	0.011	
12444	28.86	2.86	0	0.008	347	600	72.59	-0.032	-0.554	
12445	28.86	3.12	0	0.035	247	505	123.37	-0.162	0.009	
12446	28.86	3.38	0	0.044	283	504	113.76	0.033	0.193	
12447	28.86	3.64	0	0.071	304	576	105.12	0.019	-0.311	
12448	28.86	3.90	0	0.052	247	494	97.50	-0.260	-0.129	
12449	28.86	4.16	0	0.023	243	479	118.30	-0.194	0.229	
12450	28.86	4.42	0	0.020	237	478	122.78	-0.221	0.323	
12451	28.86	4.68	0	0.027	339	557	51.35	0.357	-0.694	
12452	28.86	4.94	0	0.237	419	2923	119.05	0.468	-0.705	
12453	28.86	5.20	0	0.010	269	476	177.00	0.142	-0.045	
12454	28.86	5.46	0	0.004	259	467	136.21	-0.181	0.361	
12455	28.86	5.72	0	0.021	297	493	7.82	0.320	-0.422	
12456	28.86	5.98	0	0.027	280	481	165.77	0.077	-0.198	
12457	28.86	6.24	0	0.025	421	713	36.61	-0.057	-0.886	
12458	28.86	6.50	0	0.039	330	525	32.53	-0.579	-0.143	
12459	28.86	6.76	0	0.027	276	479	30.33	-0.005	-0.036	
12460	28.86	7.02	0	0.056	315	578	26.99	0.048	-0.713	
12461	28.86	7.28	0	0.037	261	465	11.90	0.141	-0.047	
12462	28.86	7.54	0	0.036	265	485	9.25	0.065	-0.116	
12463	28.86	7.80	0	0.061	326	572	16.51	-0.050	-0.246	
12464	28.86	8.06	0	0.026	385	663	42.68	-0.138	-0.381	
12465	28.86	8.32	0	0.040	272	476	8.08	-0.031	-0.350	
12466	28.86	8.58	0	0.063	309	650	143.96	-0.091	-0.435	
12467	28.86	8.84	0	0.042	279	504	5.32	-0.082	-0.477	
12468	28.86	9.10	0	0.047	256	505	0.01	-0.175	-0.325	
12469	28.86	9.36	0	0.049	234	491	5.10	-0.095	-0.307	
12470	28.86	9.62	0	0.048	232	487	1.96	-0.158	-0.212	
12471	28.86	9.88	0	0.008	312	589	26.98	-0.115	-0.618	
12472	28.86	10.14	0	0.039	277	501	173.78	0.096	-0.492	
12473	28.86	10.40	0	0.034	242	481	2.95	-0.212	-0.408	
12474	28.86	10.66	0	0.115	257	528	35.60	-0.229	-0.728	
12475	28.86	10.92	1	0.754	1904	55391	45.88	0.865	-0.628	
12476	28.86	11.18	1	0.874	667	53013	47.28	2.055	3.202	
12477	28.86	11.44	0	0.065	266	515	179.63	0.559	-0.156	
12478	28.86	11.70	0	0.039	224	450	12.58	0.190	-0.351	
12479	28.86	11.96	0	0.007	277	546	82.82	-0.101	-0.321	
12480	28.86	12.22	0	0.035	229	464	7.35	0.195	-0.181	
12481	28.86	12.48	0	0.027	234	464	5.31	0.164	-0.254	
12482	28.86	12.74	0	0.035	241	478	7.33	0.232	-0.187	
12483	28.86	13.00	1	0.461	2596	14473	48.77	0.966	-0.292	
12484	28.86	13.26	1	0.645	3470	43538	62.64	0.877	-0.463	
12485	28.86	13.52	1	0.502	329	4185	131.04	2.626	5.870	
12486	28.86	13.78	1	0.753	619	17653	146.97	1.584	1.292	
12487	28.86	14.04	1	0.022	298	515	175.00	0.622	0.233	
12488	28.86	14.30	1	0.394	5541	33722	71.86	0.172	-0.881	
12489	28.86	14.56	1	0.476	506	3197	49.18	0.939	0.199	
12490	28.86	14.82	1	0.084	272	586	125.59	0.054	-0.359	
12491	28.86	15.08	1	0.439	5040	28422	102.56	0.582	-1.042	
12492	28.86	15.34	1	0.369	4596	33173	145.34	0.998	0.943	
12493	28.86	15.60	1	0.542	6475	45122	159.48	0.595	-1.063	
12494	28.86	15.86	1	0.213	8858	32517	10.96	1.338	1.151	
12495	28.86	16.12	1	0.102	2613	4441	57.32	0.330	-0.932	
12496	28.86	16.38	1	0.144	4018	7983	26.87	-0.265	-0.716	
12497	28.86	16.64	1	0.319	5060	14924	24.45	0.486	-1.020	
12498	28.86	16.90	1	0.249	6615	18263	1.72	0.113	-1.414	
12499	28.86	17.16	1	0.285	5426	15457	175.44	0.413	-1.460	
12500	28.86	17.42	1	0.386	3448	17229	168.59	0.063	-1.159	
12501	28.86	17.68	1	0.484	4117	22425	171.30	0.593	-1.214	
12502	28.86	17.94	1	0.339	3967	12556	175.79	0.522	-0.904	
12503	28.86	18.20	1	0.363	4272	16282	173.61	0.597	-0.921	
12504	28.86	18.46	1	0.300	3487	11668	163.16	0.104	-1.439	
12505	28.86	18.72	1	0.121	3419	7185	26.21	0.130	-0.316	
12506	28.86	18.98	1	0.021	2835	4923	123.04	0.376	-1.021	
12507	28.86	19.24	1	0.037	3405	6350	123.12	0.311	-0.438	
12508	28.86	19.50	1	0.046	3779	7582	129.02	-0.576	-0.522	
12509	28.86	19.76	1	0.073	3440	6949	148.23	0.416	-0.330	
12510	28.86	20.02	1	0.135	7213	18870	162.15	-0.186	-0.915	
12511	28.86	20.28	1	0.137	8115	18628	41.54	-0.199	-0.855	
12512	28.86	20.54	1	0.111	8682	17489	14.21	-0.079	-1.038	
12513	28.86	20.80	1	0.093	6555	13637	154.60	0.272	-0.910	
12514	28.86	21.06	1	0.177	8898	23698	2.18	0.698	-0.016	
12515	28.86	21.32	1	0.197	8895	21762	179.44	0.300	-0.528	
12516	28.86	21.58	1	0.184	6653	17377	20.63	0.104	-0.761	
12517	28.86	21.84	1	0.259	4668	12058	22.17	0.443	-1.128	
12518	28.86	22.10	1	0.190	3854	8295	32.19	0.354	-1.159	
12519	28.86	22.36	1	0.152	2770	7415	37.08	0.258	-0.756	
12520	28.86	22.62	1	0.087	1423	2742	3.30	0.463	-0.184	
12521	28.86	22.88	1	0.257	664	1710	26.29	0.815	-0.435	
12522	28.86	23.14	1	0.195	196	480	79.76	0.573	-1.221	
12523	28.86	23.40	1	0.125	146	299	68.71	-0.297	-1.114	
12524	28.86	23.66	1	0.041	159	295	61.38	0.303	-0.269	
12525	28.86	23.92	1	0.027	205	352	46.26	0.818	0.186	
12526	28.86	24.18	1	0.035	198	363	23.44	1.360	0.919	
12527	28.86	24.44	1	0.059	187	366	9.63	1.667	1.800	
12528	28.86	24.70	1	0.076	263	478	15.63	1.694	1.900	
12529	28.86	24.96	1	0.042	719	986	176.50	0.324	-0.850	
12530	28.86	25.22	1	0.019	505	712	46.49	0.573	-0.547	
12531	28.86	25.48	1	0.062	708	926	76.15	0.162	-0.530	
12532	28.86	25.74	1	0.041	5079	12053	165.12	0.057	-0.507	
12533	28.86	26.00	1	0.036	726	1145	157.28	0.497	-0.575	
12534	28.86	26.26	1	0.035	693	1174	164.50	0.017	-0.155	
12535	28.86	26.52	1	0.050	521	785	38.78	-0.020	-0.708	
12536	28.86	26.78	1	0.031	3453	9498	79.98	0.759	0.262	
12537	28.86	27.04	1	0.403	428	6966	57.76	2.770	7.016	
12538	28.86	27.30	0	0.079	211	509	93.78	0.284	-0.635	
12539	28.86	27.56	0	0.074	209	538	94.69	-0.058	-0.978	
12540	28.86	27.82	0	0.080	204	529	95.65	-0.033	-1.022	
12541	28.86	28.08	0	0.155	228	689	80.89	-0.049	-1.232	
12542	28.86	28.34	0	0.059	216	538	104.83	-0.184	-0.865	
12543	28.86	28.60	0	0.048	213	533	105.55	0.019	-0.710	
12544	28.86	28.86	0	0.068	203	516	112.82	0.027	-0.648	
12545	29.12	0.00	1	0.412	4344	17754	126.77	0.590	-1.007	
12546	29.12	0.26	1	0.310	1184	3702	134.49	0.612	-0.963	
12547	29.12	0.52	1	0.298	1805	10153	117.29	0.541	-1.000	
12548	29.12	0.78	1	0.332	4072	17165	91.83	0.565	-1.005	
12549	29.12	1.04	1	0.312	555	2317	133.17	1.776	2.034	
12550	29.12	1.30	0	0.041	310	569	168.17	0.522	-0.133	
12551	29.12	1.56	0	0.030	287	527	155.53	0.491	-0.264	
12552	29.12	1.82	0	0.039	272	523	117.70	-0.140	-0.103	
12553	29.12	2.08	0	0.037	264	497	111.71	0.136	-0.160	
12554	29.12	2.34	0	0.035	298	561	118.67	-0.001	-0.153	
12555	29.12	2.60	0	0.042	261	524	112.08	-0.025	-0.243	
12556	29.12	2.86	0	0.028	344	620	86.08	0.362	-0.655	
12557	29.12	3.12	0	0.039	240	508	105.97	-0.024	-0.167	
12558	29.12	3.38	0	0.066	279	565	114.33	-0.191	0.611	
12559	29.12	3.64	0	0.086	288	635	121.69	1.146	1.570	
12560	29.12	3.90	0	0.017	254	479	106.19	0.006	0.045	
12561	29.12	4.16	0	0.040	281	531	133.06	-0.312	0.428	
12562	29.12	4.42	0	0.077	505	1028	74.46	0.916	1.265	
12563	29.12	4.68	0	0.013	396	764	168.03	0.642	0.030	
12564	29.12	4.94	0	0.029	295	568	135.34	0.619	0.070	
12565	29.12	5.20	0	0.004	255	489	108.96	-0.006	-0.101	
12566	29.12	5.46	0	0.035	310	534	14.91	-0.033	-0.523	
12567	29.12	5.72	0	0.011	297	530	37.18	0.033	-0.410	
12568	29.12	5.98	0	0.086	455	838	76.81	0.938	0.347	
12569	29.12	6.24	0	0.040	279	494	6.71	0.134	-0.455	
12570	29.12	6.50	0	0.009	312	526	27.53	-0.030	-0.237	
12571	29.12	6.76	0	0.025	274	498	13.84	-0.062	-0.475	
12572	29.12	7.02	0	0.033	271	475	15.28	0.034	-0.223	
12573	29.12	7.28	0	0.033	271	473	15.10	-0.141	-0.044	
12574	29.12	7.54	0	0.038	266	476	5.19	-0.106	-0.149	
12575	29.12	7.80	0	0.041	256	471	12.22	0.045	-0.180	
12576	29.12	8.06	0	0.040	340	705	95.10	0.386	-0.142	
12577	29.12	8.32	0	0.046	251	465	14.46	0.023	-0.278	
12578	29.12	8.58	0	0.069	258	484	4.07	0.104	-0.286	
12579	29.12	8.84	0	0.048	254	474	14.66	-0.013	-0.459	
12580	29.12	9.10	0	0.022	259	475	20.10	-0.252	-0.265	
12581	29.12	9.36	0	0.052	269	490	4.77	0.015	-0.339	
12582	29.12	9.62	0	0.049	237	476	10.49	-0.158	-0.429	
12583	29.12	9.88	0	0.062	269	493	12.19	-0.079	-0.676	
12584	29.12	10.14	0	0.056	257	478	17.11	-0.010	-0.833	
12585	29.12	10.40	0	0.082	268	488	28.23	-0.121	-0.928	
12586	29.12	10.66	1	0.780	2197	57069	42.12	0.793	-0.936	
12587	29.12	10.92	1	0.899	654	61152	46.53	2.063	2.979	
12588	29.12	11.18	0	0.050	239	459	22.29	0.112	-0.683	
12589	29.12	11.44	0	0.037	226	454	12.94	0.133	-0.494	
12590	29.12	11.70	0	0.047	225	449	13.61	0.102	-0.419	
12591	29.12	11.96	0	0.039	222	449	14.40	0.091	-0.336	
12592	29.12	12.22	0	0.041	233	487	34.39	0.028	-0.734	
12593	29.12	12.48	0	0.025	248	504	98.75	0.323	-0.477	
12594	29.12	12.74	0	0.029	227	457	12.89	0.194	-0.266	
12595	29.12	13.00	0	0.066	249	529	164.40	0.076	-0.275	
12596	29.12	13.26	0	0.046	276	502	19.64	0.650	0.117	
12597	29.12	13.52	1	0.099	356	760	8.35	0.565	-1.081	
12598	29.12	13.78	1	0.695	871	37172	8.08	0.593	-1.099	
12599	29.12	14.04	1	0.591	7195	55744	8.96	0.744	-1.062	
12600	29.12	14.30	1	0.718	2178	58350	5.76	1.405	1.010	
12601	29.12	14.56	1	0.577	6114	48866	168.81	0.350	-1.443	
12602	29.12	14.82	1	0.780	1634	60692	175.70	0.973	-0.455	
12603	29.12	15.08	1	0.809	1420	55636	170.25	0.929	-0.615	
12604	29.12	15.34	1	0.647	4377	56664	163.24	1.062	-0.113	
12605	29.12	15.60	1	0.561	4821	49564	3.86	0.823	-0.669	
12606	29.12	15.86	1	0.128	10495	25804	11.57	0.961	1.018	
12607	29.12	16.12	1	0.183	9215	21267	12.68	-0.429	-0.380	
12608	29.12	16.38	1	0.046	5768	10942	83.90	-0.370	-0.405	
12609	29.12	16.64	1	0.160	6689	17857	41.43	0.234	-0.868	
12610	29.12	16.90	1	0.169	7385	21316	41.27	-0.191	-1.062	
12611	29.12	17.16	1	0.132	8691	21559	10.28	-0.272	-0.944	
12612	29.12	17.42	1	0.389	8858	30316	5.84	0.399	-1.296	
12613	29.12	17.68	1	0.280	6731	18793	1.92	0.145	-1.575	
12614	29.12	17.94	1	0.158	6339	13346	151.05	-0.429	-1.023	
12615	29.12	18.20	1	0.189	7033	15192	144.34	-0.101	-1.307	
12616	29.12	18.46	1	0.069	4039	8305	4.36	-0.218	-0.536	
12617	29.12	18.72	1	0.075	2784	5582	162.34	0.242	-0.784	
12618	29.12	18.98	1	0.120	2478	5251	32.10	0.176	-0.968	
12619	29.12	19.24	1	0.180	2418	5276	173.25	0.305	-1.152	
12620	29.12	19.50	1	0.206	3372	8686	143.26	0.504	-0.832	
12621	29.12	19.76	1	0.123	3386	7175	139.75	0.182	-1.146	
12622	29.12	20.02	1	0.233	3825	10446	159.60	0.221	-1.442	
12623	29.12	20.28	1	0.178	6462	16795	179.26	0.242	-1.208	
12624	29.12	20.54	1	0.285	7441	22899	8.68	0.849	-0.480	
12625	29.12	20.80	1	0.192	5677	12577	171.83	0.730	-0.155	
12626	29.12	21.06	1	0.239	3437	10575	175.82	0.266	-0.949	
12627	29.12	21.32	1	0.271	3213	9610	9.57	0.290	-1.099	
12628	29.12	21.58	1	0.164	3022	6684	21.73	0.487	-0.689	
12629	29.12	21.84	1	0.216	2565	5509	24.28	0.266	-1.521	
12630	29.12	22.10	1	0.184	1947	4305	20.96	0.052	-0.881	
12631	29.12	22.36	1	0.166	1407	3187	15.75	0.167	-0.524	
12632	29.12	22.62	1	0.119	1364	2814	17.84	0.863	0.793	
12633	29.12	22.88	1	0.173	812	1804	22.41	0.817	-0.399	
12634	29.12	23.14	1	0.219	190	454	84.75	0.659	-1.018	
12635	29.12	23.40	1	0.099	146	289	68.34	-0.468	-0.928	
12636	29.12	23.66	1	0.055	179	333	63.14	0.049	-0.531	
12637	29.12	23.92	1	0.040	215	380	55.53	0.318	-0.131	
12638	29.12	24.18	1	0.026	175	324	36.21	1.076	-0.033	
12639	29.12	24.44	1	0.032	161	318	26.41	1.217	0.448	
12640	29.12	24.70	1	0.066	155	330	7.65	1.671	1.670	
12641	29.12	24.96	1	0.088	252	498	20.84	1.718	1.974	
12642	29.12	25.22	1	0.048	464	681	27.44	1.324	1.296	
12643	29.12	25.48	1	0.120	735	1176	103.75	0.469	-0.730	
12644	29.12	25.74	1	0.076	346	602	35.10	1.311	1.283	
12645	29.12	26.00	1	0.031	316	497	17.08	1.608	1.737	
12646	29.12	26.26	1	0.034	298	475	34.56	0.955	0.242	
12647	29.12	26.52	1	0.027	346	538	34.61	1.076	0.952	
12648	29.12	26.78	1	0.084	764	1480	86.38	0.059	-0.533	
12649	29.12	27.04	1	0.287	1364	7968	29.10	1.200	0.814	
12650	29.12	27.30	0	0.088	210	496	100.17	0.274	-0.611	
12651	29.12	27.56	0	0.062	224	539	88.39	0.048	-0.732	
12652	29.12	27.82	0	0.074	215	545	87.68	-0.060	-1.040	
12653	29.12	28.08	0	0.073	211	527	102.56	-0.107	-0.729	
12654	29.12	28.34	0	0.062	234	557	98.53	-0.176	-0.884	
12655	29.12	28.60	0	0.126	272	640	58.25	-0.372	-0.640	
12656	29.12	28.86	0	0.036	247	572	80.62	-0.219	-0.894	
12657	29.38	0.00	1	0.112	569	1203	179.40	0.697	-0.988	
12658	29.38	0.26	1	0.106	442	806	167.86	0.197	-1.381	
12659	29.38	0.52	1	0.138	378	1048	134.16	0.455	-0.505	
12660	29.38	0.78	1	0.253	1232	10155	109.07	-0.267	-1.167	
12661	29.38	1.04	1	0.545	2036	24301	83.38	1.500	1.200	
12662	29.38	1.30	0	0.242	579	1507	148.96	1.163	0.552	
12663	29.38	1.56	0	0.064	262	518	172.02	0.578	-0.073	
12664	29.38	1.82	0	0.053	379	647	32.51	0.338	-0.490	
12665	29.38	2.08	0	0.031	285	547	125.01	0.194	-0.568	
12666	29.38	2.34	0	0.038	247	493	109.98	0.030	-0.193	
12667	29.38	2.60	0	0.039	242	475	111.93	0.135	-0.205	
12668	29.38	2.86	0	0.036	248	494	115.54	0.192	-0.117	
12669	29.38	3.12	0	0.039	249	507	108.85	0.123	0.161	
12670	29.38	3.38	0	0.034	253	500	110.11	0.194	0.113	
12671	29.38	3.64	0	0.050	274	552	110.79	0.970	1.460	
12672	29.38	3.90	0	0.035	303	581	134.54	0.231	-0.297	
12673	29.38	4.16	0	0.028	243	479	121.31	-0.054	0.354	
12674	29.38	4.42	0	0.055	402	795	19.52	0.056	-0.700	
12675	29.38	4.68	0	0.011	247	470	120.63	0.198	-0.008	
12676	29.38	4.94	0	0.009	257	474	122.89	0.166	0.090	
12677	29.38	5.20	0	0.026	295	562	87.73	0.148	-0.540	
12678	29.38	5.46	0	0.005	269	483	31.15	0.239	-0.084	
12679	29.38	5.72	0	0.025	275	490	129.91	0.282	0.522	
12680	29.38	5.98	0	0.022	261	488	4.19	0.048	-0.357	
12681	29.38	6.24	0	0.068	366	741	167.70	0.390	-0.520	
12682	29.38	6.50	0	0.027	272	485	20.01	0.247	-0.255	
12683	29.38	6.76	0	0.064	267	476	24.34	0.007	-0.801	
12684	29.38	7.02	0	0.098	459	1017	28.64	0.974	0.430	
12685	29.38	7.28	0	0.030	278	497	12.94	-0.016	-0.325	
12686	29.38	7.54	0	0.043	265	510	24.14	-0.183	-0.745	
12687	29.38	7.80	0	0.147	314	675	8.65	1.005	0.216	
12688	29.38	8.06	0	0.047	249	483	7.45	-0.139	-0.399	
12689	29.38	8.32	0	0.049	247	468	13.50	0.096	-0.263	
12690	29.38	8.58	0	0.061	264	488	27.29	0.189	-0.346	
12691	29.38	8.84	0	0.070	255	489	18.53	0.083	-0.667	
12692	29.38	9.10	0	0.033	251	475	21.86	-0.157	-0.234	
12693	29.38	9.36	0	0.053	253	474	9.30	-0.112	-0.426	
12694	29.38	9.62	0	0.067	247	473	11.32	-0.096	-0.609	
12695	29.38	9.88	0	0.066	255	482	15.62	-0.111	-0.911	
12696	29.38	10.14	1	0.817	346	11304	37.37	2.332	4.246	
12697	29.38	10.40	1	0.754	2703	55040	36.54	0.809	-0.861	
12698	29.38	10.66	1	0.902	575	52313	41.22	2.258	3.866	
12699	29.38	10.92	0	0.057	238	460	22.54	-0.100	-0.730	
12700	29.38	11.18	0	0.035	228	463	19.27	-0.129	-0.544	
12701	29.38	11.44	0	0.052	221	470	11.08	-0.083	-0.479	
12702	29.38	11.70	0	0.026	231	461	18.76	-0.104	-0.485	
12703	29.38	11.96	0	0.042	222	449	13.71	0.126	-0.399	
12704	29.38	12.22	0	0.040	232	448	18.97	0.026	-0.488	
12705	29.38	12.48	0	0.040	241	459	18.50	0.247	-0.290	
12706	29.38	12.74	0	0.057	255	478	19.38	0.396	-0.225	
